	Chr	Start	End	operon_name	Strand	GeneID	genes	ngenes	protein_coding	sigma	nascent_wt	total_wt	nascent_wt44	total_wt44
1272	MG1655	2987536	2988168	yqeH	+	operon_tu1273	yqeH	1	TRUE	unknown	0	54	0	89
1273	MG1655	2988502	2989786	yqeIJ	+	operon_tu1274	yqeI;yqeJ	2	TRUE	unknown	1	108	0	156
1274	MG1655	2989935	2990360	yqeK	-	operon_tu1275	yqeK	1	TRUE	unknown	0	20	0	40
1275	MG1655	2990554	2991043	ygeF	+	operon_tu1276	ygeF	1	FALSE	unknown	0	13	0	23
1276	MG1655	2991268	2991759	ygeG	+	operon_tu1277	ygeG	1	TRUE	unknown	0	15	0	21
1277	MG1655	2992094	2993470	ygeH	+	operon_tu1278	ygeH	1	TRUE	sigma70	1	41	0	50
1278	MG1655	2993638	2993856	ygeI	+	operon_tu1279	ygeI	1	TRUE	unknown	0	5	0	16
1279	MG1655	2993939	2994441	pbl	+	operon_tu1280	pbl	1	FALSE	unknown	0	12	0	14
1280	MG1655	2994460	2995092	ygeLK	-	operon_tu1281	ygeL;ygeK	2	FALSE	unknown	0	14	0	21
1281	MG1655	2995314	2997600	insC4D4CD4-ygeON	-	operon_tu1282	insCD4;insC4;insD4;ygeO;ygeN	5	TRUE	unknown	0	56	0	111
1282	MG1655	2997689	2997988	ygeP	-	operon_tu1283	ygeP	1	FALSE	unknown	0	8	0	25
1283	MG1655	2998034	2998828	ygeQ	-	operon_tu1284	ygeQ	1	TRUE	unknown	0	34	4	82
1284	MG1655	2998984	2999057	glyU	-	operon_tu1285	glyU	1	FALSE	sigma70	145	39108	246	62078
1285	MG1655	2999136	2999891	ygeR	-	operon_tu1286	actS	1	TRUE	unknown	5	413	8	493
1286	MG1655	3000345	3003968	xdhABC	+	operon_tu1287	xdhA;xdhB;xdhC	3	TRUE	sigma54	6	488	17	1243
1287	MG1655	3004008	3005786	ygeV	-	operon_tu1288	ygeV	1	TRUE	unknown	27	3048	17	1904
1288	MG1655	3006262	3007452	ygeW	+	operon_tu1289	ygeW	1	TRUE	unknown	0	123	0	35
1289	MG1655	3007510	3008706	ygeX	+	operon_tu1290	ygeX	1	TRUE	unknown	2	89	0	40
1290	MG1655	3008764	3009975	ygeY	+	operon_tu1291	ygeY	1	TRUE	unknown	0	64	0	61
1291	MG1655	3010028	3011413	hyuA	+	operon_tu1292	hyuA	1	TRUE	unknown	2	96	3	105
1292	MG1655	3011461	3012393	yqeA	+	operon_tu1293	yqeA	1	TRUE	unknown	0	52	3	146
1293	MG1655	3012614	3014239	yqeB	-	operon_tu1294	yqeB	1	TRUE	unknown	28	2116	22	1108
1294	MG1655	3014287	3015057	yqeC	-	operon_tu1295	yqeC	1	TRUE	unknown	18	1282	18	621
1295	MG1655	3015160	3015738	mocA	+	operon_tu1296	mocA	1	TRUE	unknown	2	270	4	443
1296	MG1655	3016060	3020489	ygfK-ssnA	+	operon_tu1297	ygfK;ssnA	2	TRUE	sigma54	6	445	2	173
1297	MG1655	3020540	3024186	ygfM-xdhD	+	operon_tu1298	ygfM;xdhD	2	TRUE	unknown	0	162	10	365
1298	MG1655	3024351	3028488	xanQ-guaD-ghxQ	+	operon_tu1299	xanQ;guaD;ghxQ	3	TRUE	unknown	0	127	5	437
1299	MG1655	3028524	3030931	ygfTS	-	operon_tu1300	ygfT;ygfS	2	TRUE	unknown	1	78	2	174
1300	MG1655	302991	303605	yagU	+	operon_tu1301	yagU	1	TRUE	unknown	2	467	9	743
1301	MG1655	3031367	3032815	uacT	+	operon_tu1302	uacT	1	TRUE	unknown	0	40	0	54
1302	MG1655	3033065	3033613	idi	+	operon_tu1303	idi	1	TRUE	unknown	1	114	8	403
1303	MG1655	3033657	3039743	dsbC-recJ-prfB	-	operon_tu1304	xerD;dsbC;recJ;prfB;lysS	5	TRUE	sigma24	24	2094	108	4463
1304	MG1655	303853	304182	ykgJ	-	operon_tu1305	ykgJ	1	TRUE	unknown	0	37	0	133
1305	MG1655	3039855	3040376	fldB	+	operon_tu1306	fldB	1	TRUE	sigma70	1	192	7	362
1306	MG1655	3040416	3041070	sdhE-ygfX	-	operon_tu1307	sdhE;ygfX	2	TRUE	unknown	20	1031	31	947
1307	MG1655	3041313	3042293	ygfZ	+	operon_tu1308	ygfZ	1	TRUE	unknown	18	1212	37	1322
1308	MG1655	3042489	3043148	yqfA	-	operon_tu1309	trhA	1	FALSE	unknown	19	795	10	459
1309	MG1655	3043312	3043623	yqfB	-	operon_tu1310	yqfB	1	TRUE	unknown	3	224	8	371
1310	MG1655	3043662	3045101	bglA	+	operon_tu1311	bglA	1	TRUE	unknown	5	669	8	546
1311	MG1655	304495	310026	ecpBCDE	-	operon_tu1312	ecpB;ecpC;ecpD;ecpE	4	TRUE	unknown	1	142	12	531
1312	MG1655	3045158	3045901	ygfF	-	operon_tu1313	ygfF	1	TRUE	unknown	0	116	2	133
1313	MG1655	3046168	3050667	gcvTHP	-	operon_tu1314	gcvT;gcvH;gcvP	3	TRUE	sigma70	232	13305	169	6688
1314	MG1655	3051115	3055444	ygfB-pepP-ubiHI	-	operon_tu1315	ygfB;pepP;ubiH;ubiI	4	TRUE	sigma70	59	3425	143	5578
1315	MG1655	3055612	3055941	zapA	+	operon_tu1316	zapA	1	TRUE	unknown	10	508	13	771
1316	MG1655	3055983	3056789	ssrS-ygfA	+	operon_tu1317	ssrS;fau	2	TRUE	sigma70	304	53309	301	89901
1317	MG1655	3056851	3056991	sibC	+	operon_tu1318	sibC	1	FALSE	unknown	4	504	9	1292
1318	MG1655	3056890	3056949	ibsC	-	operon_tu1319	ibsC	1	TRUE	sigma70	0	25	1	25
1319	MG1655	3057178	3058410	serA	-	operon_tu1320	serA	1	TRUE	sigma70	3	415	6	527
1320	MG1655	3058666	3059325	rpiA	-	operon_tu1321	rpiA	1	TRUE	unknown	11	1561	24	2106
1321	MG1655	3059381	3059611	yqfE	-	operon_tu1322	yqfE	1	FALSE	unknown	1	20	1	30
1322	MG1655	3059753	3060646	argP	+	operon_tu1323	argP	1	TRUE	unknown	0	150	3	230
1323	MG1655	3060850	3066280	scpA-argK-scpBC	+	operon_tu1324	scpA;argK;scpB;scpC	4	TRUE	unknown	0	131	2	290
1324	MG1655	3066277	3067173	ygfI	-	operon_tu1325	srsR	1	FALSE	unknown	3	139	1	211
1325	MG1655	3067340	3068080	yggE	-	operon_tu1326	yggE	1	TRUE	sigma38	4	410	24	2394
1326	MG1655	3068173	3068808	argO	-	operon_tu1327	argO	1	TRUE	sigma70	0	80	6	316
1327	MG1655	3068947	3069807	mscS	-	operon_tu1328	mscS	1	TRUE	unknown	0	103	3	450
1328	MG1655	3070165	3073691	epd-pgk-fbaA	-	operon_tu1329	epd;pgk;fbaA	3	TRUE	sigma70	106	12593	215	15359
1329	MG1655	3073976	3079330	cmtBA-yggPF-fumE-yggC	-	operon_tu1330	cmtB;cmtA;yggP;yggF;fumE;yggC	6	TRUE	unknown	6	322	19	1080
1330	MG1655	3079644	3081635	tktA	-	operon_tu1331	tktA	1	TRUE	unknown	14	2923	56	3109
1331	MG1655	3081913	3082671	yggG	+	operon_tu1332	loiP	1	TRUE	sigma70	4	624	22	583
1332	MG1655	3082877	3085911	speAB	-	operon_tu1333	speA;speB	2	TRUE	sigma38	12	1154	29	1802
1333	MG1655	3085920	3086051	yqgB	-	operon_tu1334	yqgB	1	TRUE	unknown	0	20	1	47
1334	MG1655	3086187	3086402	yqgC	+	operon_tu1335	yqgC	1	TRUE	unknown	0	7	0	7
1335	MG1655	3086399	3086650	yqgD	-	operon_tu1336	yqgD	1	TRUE	unknown	0	28	0	27
1336	MG1655	3086706	3087860	metK	+	operon_tu1337	metK	1	TRUE	sigma70	2	296	18	1206
1337	MG1655	3088284	3089678	galP	+	operon_tu1338	galP	1	TRUE	sigma70	1	119	5	219
1338	MG1655	3089755	3090252	yggI	+	operon_tu1339	yggI	1	TRUE	unknown	0	24	4	80
1339	MG1655	3090347	3091054	endA	+	operon_tu1340	endA	1	TRUE	unknown	0	17	1	54
1340	MG1655	3091134	3092828	rsmE-gshB	+	operon_tu1341	rsmE;gshB	2	TRUE	unknown	14	798	13	724
1341	MG1655	3092937	3093916	yqgEF	+	operon_tu1342	yqgE;yqgF	2	TRUE	unknown	8	283	8	201
1342	MG1655	3094100	3095080	yggR	-	operon_tu1343	yggR	1	TRUE	unknown	0	34	2	72
1343	MG1655	3095098	3098403	yggSTU-rdgB-hemW	+	operon_tu1344	yggS;yggT;yggU;rdgB;hemW	5	TRUE	sigma32	8	495	31	1538
1344	MG1655	3098558	3099565	yggM	-	operon_tu1345	yggM	1	TRUE	unknown	0	13	0	40
1345	MG1655	3099682	3100728	ansB	-	operon_tu1346	ansB	1	TRUE	sigma70	0	80	0	148
1346	MG1655	310084	310671	ecpA	-	operon_tu1347	ecpA	1	TRUE	sigma70	0	25	0	53
1347	MG1655	3100904	3101623	yggN	-	operon_tu1348	yggN	1	TRUE	sigma24	1	101	1	155
1348	MG1655	3101807	3102852	trmB-yggL	-	operon_tu1349	trmB;yggL	2	TRUE	unknown	6	378	15	1065
1349	MG1655	3103013	3106970	mutY-yggX-mltC-nupG	+	operon_tu1350	mutY;yggX;mltC;nupG	4	TRUE	sigma70	7	1323	54	2380
1350	MG1655	3107020	3109155	speC	-	operon_tu1351	speC	1	TRUE	sigma38	3	222	3	362
1351	MG1655	310746	311336	ecpR	-	operon_tu1352	matA	1	TRUE	sigma24	0	30	0	62
1352	MG1655	3109553	3110260	yqgA	+	operon_tu1353	yqgA	1	TRUE	unknown	0	54	4	75
1353	MG1655	3110366	3110441	pheV	+	operon_tu1354	pheV	1	FALSE	sigma70	0	710	8	1633
1354	MG1655	3110590	3111988	yghED	-	operon_tu1355	yghE;yghD	2	TRUE	unknown	0	46	0	116
1355	MG1655	3112054	3113049	yghF	-	operon_tu1356	yghF	1	TRUE	sigma24	0	4	0	15
1356	MG1655	3113067	3113477	yghG	-	operon_tu1357	yghG	1	TRUE	unknown	0	1	0	23
1357	MG1655	3113543	3114352	pppA	-	operon_tu1358	pppA	1	TRUE	unknown	0	46	6	141
1358	MG1655	3114550	3119112	yghJ	-	operon_tu1359	yghJ	1	TRUE	unknown	0	135	16	588
1359	MG1655	3119597	3128021	glcDEFGBA	-	operon_tu1360	glcD;glcE;glcF;glcG;glcB;glcA	6	TRUE	sigma70	21	3323	19	2558
1360	MG1655	312112	312339	ykgL	+	operon_tu1361	ykgL	1	TRUE	unknown	0	20	0	30
1361	MG1655	312374	312777	ykgMO	-	operon_tu1362	ykgM;ykgO	2	TRUE	sigma70	0	22	0	15
1362	MG1655	3128272	3129036	glcC	+	operon_tu1363	glcC	1	TRUE	sigma70	0	98	2	136
1363	MG1655	3129043	3130215	yghO	-	operon_tu1364	yghO	1	TRUE	unknown	0	28	1	71
1364	MG1655	3130214	3131194	insH-9	+	operon_tu1365	insH9	1	TRUE	unknown	0	0	0	0
1365	MG1655	3131341	3132408	yghQ	-	operon_tu1366	yghQ	1	TRUE	unknown	0	26	1	49
1366	MG1655	313141	313242	ykgR	-	operon_tu1367	ykgR	1	TRUE	sigma70	1	122	9	617
1367	MG1655	3132454	3133957	yghSR	-	operon_tu1368	yghS;yghR	2	TRUE	unknown	0	82	1	173
1368	MG1655	3134131	3134823	yghT	+	operon_tu1369	yghT	1	TRUE	unknown	0	4	0	13
1369	MG1655	3134872	3136371	pitB	-	operon_tu1370	pitB	1	TRUE	sigma70	0	21	2	57
1370	MG1655	3136663	3138522	gss	-	operon_tu1371	gss	1	TRUE	unknown	0	474	9	1103
1371	MG1655	3138727	3139593	yghU	+	operon_tu1372	yghU	1	TRUE	unknown	4	537	6	439
1372	MG1655	3139716	3146261	hybOABCDEFG	-	operon_tu1373	hybO;hybA;hybB;hybC;hybD;hybE;hybF;hybG	8	TRUE	sigma70	60	3939	90	4757
1373	MG1655	314357	316453	eaeH-insE1EF1F1	+	operon_tu1374	eaeH;insE1;insEF1;insF1	4	TRUE	unknown	0	41	1	61
1374	MG1655	3146450	3146737	yghW	-	operon_tu1375	yghW	1	TRUE	unknown	0	37	0	54
1375	MG1655	3146856	3147691	yghX	-	operon_tu1376	yghX	1	FALSE	unknown	0	29	0	133
1376	MG1655	3147897	3148937	yghZ	+	operon_tu1377	gpr	1	TRUE	unknown	6	1790	11	1441
1377	MG1655	3148977	3149471	yqhA	-	operon_tu1378	yqhA	1	TRUE	unknown	0	39	0	146
1378	MG1655	3149662	3150546	yghA	+	operon_tu1379	yghA	1	TRUE	unknown	4	44	1	290
1379	MG1655	3150818	3151984	exbBD	-	operon_tu1380	exbB;exbD	2	TRUE	sigma70	1	191	7	356
1380	MG1655	3152236	3153423	metC	+	operon_tu1381	metC	1	TRUE	sigma70	0	150	6	217
1381	MG1655	3153563	3154222	yghB	+	operon_tu1382	yghB	1	TRUE	unknown	8	408	7	410
1382	MG1655	3154262	3155218	yqhC	-	operon_tu1383	yqhC	1	TRUE	unknown	1	78	9	680
1383	MG1655	3155355	3157450	yqhD-dkgA	+	operon_tu1384	yqhD;dkgA	2	TRUE	sigma70	2	1008	24	3596
1384	MG1655	3157650	3158576	yqhG	+	operon_tu1385	yqhG	1	TRUE	unknown	0	43	0	89
1385	MG1655	3158627	3158884	yqhH	+	operon_tu1386	yqhH	1	TRUE	unknown	0	8	0	19
1386	MG1655	3158927	3161146	ygiQ	-	operon_tu1387	ygiQ	1	TRUE	unknown	2	120	1	147
1387	MG1655	3161257	3162669	ftsP	-	operon_tu1388	ftsP	1	TRUE	unknown	5	428	12	606
1388	MG1655	3162744	3163481	plsC	-	operon_tu1389	plsC	1	TRUE	unknown	1	171	10	348
1389	MG1655	3163715	3165973	parC	-	operon_tu1390	parC	1	TRUE	unknown	4	399	14	1039
1390	MG1655	316450	317136	ykgA	-	operon_tu1391	ykgA	1	FALSE	unknown	0	56	1	190
1391	MG1655	3166111	3167718	ygiS	-	operon_tu1392	ygiS	1	TRUE	unknown	1	338	14	425
1392	MG1655	3167851	3168544	mqsRA	-	operon_tu1393	mqsR;mqsA	2	TRUE	sigma70	2	154	17	1238
1393	MG1655	3168749	3169231	ygiV	-	operon_tu1394	ygiV	1	TRUE	unknown	0	57	5	264
1394	MG1655	3169284	3169676	ygiW	-	operon_tu1395	ygiW	1	TRUE	unknown	1	498	9	2476
1395	MG1655	3169828	3171833	qseBC	+	operon_tu1396	qseB;qseC	2	TRUE	sigma70	4	178	4	283
1396	MG1655	3171879	3172211	ygiZ	-	operon_tu1397	ygiZ	1	TRUE	unknown	0	9	0	20
1397	MG1655	3172530	3173111	mdaB	+	operon_tu1398	mdaB	1	TRUE	unknown	0	130	1	249
1398	MG1655	3173142	3173456	ygiN	+	operon_tu1399	ygiN	1	TRUE	unknown	5	879	13	1042
1399	MG1655	3173504	3177910	nudF-yqiB-cpdA-yqiA-parE	-	operon_tu1400	nudF;yqiB;cpdA;yqiA;parE	5	TRUE	unknown	54	2815	108	3480
1400	MG1655	317726	320001	rclABC	-	operon_tu1401	rclA;rclB;rclC	3	TRUE	sigma24	1	78	0	240
1401	MG1655	3178115	3181581	tolC-ygiBC	+	operon_tu1402	tolC;ygiB;ygiC	3	TRUE	sigma38	29	2933	45	3233
1402	MG1655	3181619	3182434	ygiD	-	operon_tu1403	ygiD	1	TRUE	unknown	1	66	5	132
1403	MG1655	3182550	3183323	zupT	+	operon_tu1404	zupT	1	TRUE	unknown	3	301	10	518
1404	MG1655	3183813	3184718	sroG-ribB	-	operon_tu1405	sroG;ribB	2	TRUE	unknown	36	1951	29	1023
1405	MG1655	3184840	3185130	ubiK	+	operon_tu1406	ubiK	1	TRUE	unknown	0	249	4	210
1406	MG1655	3185414	3185965	ygiL	+	operon_tu1407	ygiL	1	TRUE	unknown	0	19	0	18
1407	MG1655	3186025	3191696	insC5CD5D5-yqiHIG	+	operon_tu1408	yqiG;insC5;insCD5;insD5;yqiH;yqiI	6	TRUE	sigma38	0	125	4	412
1408	MG1655	3191739	3191939	glgS	-	operon_tu1409	glgS	1	TRUE	sigma38	4	1228	17	5818
1409	MG1655	3192208	3194525	yqiJK	+	operon_tu1410	yqiJ;yqiK	2	TRUE	unknown	1	153	2	270
1410	MG1655	3194721	3194865	sibD	-	operon_tu1411	sibD	1	FALSE	sigma70	7	1171	8	2067
1411	MG1655	3194766	3194825	ibsD	+	operon_tu1412	ibsD	1	TRUE	sigma70	0	7	0	16
1412	MG1655	3195097	3195240	sibE	-	operon_tu1413	sibE	1	FALSE	sigma70	7	1450	9	2566
1413	MG1655	3195320	3196753	hldE	-	operon_tu1414	hldE	1	TRUE	unknown	3	448	22	944
1414	MG1655	3196801	3200965	ygiF-glnE	-	operon_tu1415	ygiF;glnE	2	TRUE	unknown	19	1481	41	2636
1415	MG1655	3201207	3203129	htrG-cca	+	operon_tu1416	ygiM;cca	2	TRUE	sigma24	11	609	41	1801
1416	MG1655	320227	321081	rclR	+	operon_tu1417	rclR	1	TRUE	unknown	2	147	2	347
1417	MG1655	3203310	3204131	bacA	-	operon_tu1418	bacA	1	TRUE	sigma24	0	94	3	240
1418	MG1655	3204221	3204589	folB	-	operon_tu1419	folB	1	TRUE	unknown	0	27	1	54
1419	MG1655	3204694	3205311	ygiH	+	operon_tu1420	plsY	1	TRUE	unknown	3	109	11	177
1420	MG1655	3205324	3206256	ttdR	-	operon_tu1421	ttdR	1	TRUE	unknown	0	116	1	216
1421	MG1655	3206463	3209487	ttdABT	+	operon_tu1422	ttdA;ttdB;ttdT	3	TRUE	sigma70	0	70	3	136
1422	MG1655	3209530	3210543	tsaD	-	operon_tu1423	tsaD	1	TRUE	unknown	2	164	12	458
1423	MG1655	3210781	3214888	rpsU-dnaG-rpoD	+	operon_tu1424	rpsU;dnaG;rpoD	3	TRUE	sigma70	12	1571	876	22554
1424	MG1655	3214967	3215473	mug	-	operon_tu1425	mug	1	TRUE	unknown	0	232	4	425
1425	MG1655	3215598	3215673	ileX	+	operon_tu1426	ileX	1	FALSE	sigma70	2	1002	11	1552
1426	MG1655	3215727	3216491	nfeF	-	operon_tu1427	nfeF	1	TRUE	sigma70	0	46	2	67
1427	MG1655	321608	324453	ykgEFG	+	operon_tu1428	ykgE;ykgF;ykgG	3	TRUE	unknown	180	10028	158	7371
1428	MG1655	3216779	3217402	nfeR	+	operon_tu1429	nfeR	1	TRUE	unknown	2	127	12	1316
1429	MG1655	3217556	3219076	aer	-	operon_tu1430	aer	1	TRUE	sigma28	0	79	1	129
1430	MG1655	3219494	3220873	patA	+	operon_tu1431	patA	1	TRUE	sigma38	0	85	8	209
1431	MG1655	3220915	3221247	ygjH	-	operon_tu1432	ygjH	1	TRUE	unknown	3	79	0	145
1432	MG1655	3221466	3222449	ebgR	+	operon_tu1433	ebgR	1	TRUE	unknown	0	152	2	220
1433	MG1655	3222633	3226171	ebgAC	+	operon_tu1434	ebgA;ebgC	2	TRUE	sigma70	0	191	6	311
1434	MG1655	3226234	3227667	ygjI	+	operon_tu1435	ygjI	1	TRUE	unknown	0	38	0	56
1435	MG1655	3227801	3231239	ygjJK	+	operon_tu1436	ygjJ;ygjK	2	TRUE	unknown	0	67	0	128
1436	MG1655	3231665	3233683	fadH	+	operon_tu1437	fadH	1	TRUE	unknown	3	121	1	126
1437	MG1655	3233728	3234455	higBA	-	operon_tu1438	higB;higA	2	TRUE	sigma70	0	42	2	138
1438	MG1655	3234739	3235875	rlmG	-	operon_tu1439	rlmG	1	TRUE	unknown	4	107	1	273
1439	MG1655	3235960	3236463	ygjP	+	operon_tu1440	ygjP	1	TRUE	unknown	1	53	2	108
1440	MG1655	3236540	3237232	ygjQ	+	operon_tu1441	ygjQ	1	TRUE	unknown	0	18	0	31
1441	MG1655	3237311	3238297	ygjR	+	operon_tu1442	ygjR	1	TRUE	unknown	11	1970	16	1173
1442	MG1655	3238580	3239545	alx	+	operon_tu1443	alx	1	TRUE	unknown	0	47	0	72
1443	MG1655	3239944	3241188	sstT	+	operon_tu1444	sstT	1	TRUE	unknown	15	472	11	608
1444	MG1655	3241193	3241744	ygjV	-	operon_tu1445	ygjV	1	TRUE	unknown	0	36	3	91
1445	MG1655	3241827	3244741	uxaCA	-	operon_tu1446	uxaC;uxaA	2	TRUE	sigma70	28	3440	98	7355
1446	MG1655	3245224	3246522	exuT	+	operon_tu1447	exuT	1	TRUE	unknown	14	452	116	1809
1447	MG1655	3246652	3247428	exuR	+	operon_tu1448	exuR	1	TRUE	sigma70	25	676	84	1757
1448	MG1655	324696	325364	ykgH	-	operon_tu1449	ykgH	1	TRUE	unknown	0	7	0	15
1449	MG1655	3247773	3248822	yqjA-mzrA	+	operon_tu1450	yqjA;mzrA	2	TRUE	sigma70	9	411	33	837
1450	MG1655	3248969	3250376	yqjCDEK	+	operon_tu1451	yqjC;yqjD;yqjE;yqjK	4	TRUE	unknown	10	1298	113	6642
1451	MG1655	3250562	3250954	yqjF	+	operon_tu1452	yqjF	1	TRUE	unknown	0	20	1	40
1452	MG1655	3251024	3252010	yqjG	+	operon_tu1453	yqjG	1	TRUE	unknown	0	76	3	209
1453	MG1655	3252304	3252669	yhaH	+	operon_tu1454	yhaH	1	TRUE	unknown	3	360	18	1262
1454	MG1655	3252911	3253267	yhaI	+	operon_tu1455	yhaI	1	TRUE	unknown	0	4	0	27
1455	MG1655	3253318	3254214	yhaJ	-	operon_tu1456	yhaJ	1	TRUE	unknown	0	157	17	342
1456	MG1655	3254319	3255207	yhaKL	+	operon_tu1457	yhaK;yhaL	2	TRUE	unknown	0	192	1	203
1457	MG1655	3255341	3258010	cyuPA	-	operon_tu1458	cyuP;cyuA	2	TRUE	unknown	16	555	3	316
1458	MG1655	325577	329334	betIBA	-	operon_tu1459	betI;betB;betA	3	TRUE	sigma70	0	129	4	354
1459	MG1655	3258285	3267065	tdcABCDEFG	-	operon_tu1460	tdcA;tdcB;tdcC;tdcD;tdcE;tdcF;tdcG	7	TRUE	unknown	1358	47568	45	3497
1460	MG1655	3267380	3267598	tdcR	+	operon_tu1461	tdcR	1	TRUE	unknown	0	50	0	27
1461	MG1655	3267854	3269602	yhaBC	+	operon_tu1462	yhaB;yhaC	2	TRUE	unknown	1	37	0	49
1462	MG1655	3270216	3274907	garPLRK-rnpB	-	operon_tu1463	garP;garL;garR;garK;rnpB	5	TRUE	sigma70	2686	117225	684	117186
1463	MG1655	3275282	3276853	garD	+	operon_tu1464	garD	1	TRUE	unknown	622	22722	42	1461
1464	MG1655	3277002	3277801	sohA-yhaV	+	operon_tu1465	prlF;yhaV	2	TRUE	sigma70	32	1301	22	1010
1465	MG1655	3277856	3278665	agaR	-	operon_tu1466	agaR	1	TRUE	sigma70	27	1229	37	2006
1466	MG1655	3278914	3281625	kbaZ-agaVWA	+	operon_tu1467	kbaZ;agaV;agaW;agaA	4	TRUE	sigma70	1	338	20	915
1467	MG1655	3281976	3287025	agaSYBCDI	+	operon_tu1468	agaS;kbaY;agaB;agaC;agaD;agaI	6	TRUE	sigma70	1	169	6	587
1468	MG1655	3287426	3288010	yraH	+	operon_tu1469	yraH	1	TRUE	unknown	0	6	0	14
1469	MG1655	3288090	3292432	yraIJK	+	operon_tu1470	yraI;yraJ;yraK	3	TRUE	unknown	0	186	1	351
1470	MG1655	3292475	3293335	yraL	-	operon_tu1471	rsmI	1	TRUE	unknown	1	71	0	182
1471	MG1655	3293400	3295436	yraM	+	operon_tu1472	lpoA	1	TRUE	unknown	7	778	23	1034
1472	MG1655	329463	331496	betT	+	operon_tu1473	betT	1	TRUE	sigma70	0	52	4	174
1473	MG1655	3295394	3295789	yraN	+	operon_tu1474	yraN	1	TRUE	unknown	0	125	5	141
1474	MG1655	3295809	3296399	diaA	+	operon_tu1475	diaA	1	TRUE	unknown	15	358	19	547
1475	MG1655	3296409	3296984	dolP	+	operon_tu1476	dolP	1	TRUE	sigma24	2	361	10	355
1476	MG1655	3297098	3298138	yraQ	-	operon_tu1477	yraQ	1	TRUE	unknown	0	100	0	220
1477	MG1655	3298211	3298846	yraR	-	operon_tu1478	yraR	1	TRUE	unknown	1	51	3	201
1478	MG1655	3298974	3299492	yhbO	+	operon_tu1479	yhbO	1	TRUE	unknown	0	23	1	116
1479	MG1655	3299472	3299915	yhbP	-	operon_tu1480	yhbP	1	TRUE	unknown	0	21	0	52
1480	MG1655	3299966	3300268	yhbQ	+	operon_tu1481	yhbQ	1	TRUE	unknown	1	34	0	62
1481	MG1655	3300255	3301276	ubiT-yhbS	-	operon_tu1482	ubiT;yhbS	2	TRUE	unknown	17	1113	37	1330
1482	MG1655	3301485	3303367	ubiUV	+	operon_tu1483	ubiU;ubiV	2	TRUE	unknown	0	61	0	95
1483	MG1655	3303448	3304455	yhbW	+	operon_tu1484	yhbW	1	TRUE	unknown	0	103	3	218
1484	MG1655	3304573	3305817	mtr	-	operon_tu1485	mtr	1	TRUE	sigma70	1	77	2	144
1485	MG1655	3305971	3307933	yrbN-deaD	-	operon_tu1486	yrbN;deaD	2	TRUE	sigma70	4	330	13	413
1486	MG1655	3308040	3308924	nlpI	-	operon_tu1487	nlpI	1	TRUE	unknown	104	2495	162	3185
1487	MG1655	3309033	3318289	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	operon_tu1488	metY;rimP;nusA;infB;rbfA;truB;rpsO;pnp	8	TRUE	sigma70	238	28347	497	48026
1488	MG1655	3311183	3311398	sraG	+	operon_tu1489	sraG	1	FALSE	sigma70	0	7	0	14
1489	MG1655	3318637	3319980	argG	+	operon_tu1490	argG	1	TRUE	sigma70	3	362	9	453
1490	MG1655	3319988	3321613	yhbX	-	operon_tu1491	yhbX	1	TRUE	unknown	0	84	4	207
1491	MG1655	3322072	3322158	secG-leuU	-	operon_tu1492	secG;leuU	2	TRUE	sigma70	0	0	0	0
1492	MG1655	3322072	3322505	secG-leuU	-	operon_tu1493	secG;leuU	2	TRUE	sigma70	0	0	0	0
1493	MG1655	3322173	3322505	secG-leuU	-	operon_tu1494	secG;leuU	2	TRUE	sigma70	0	0	0	0
1494	MG1655	3322733	3324911	folP-glmM	-	operon_tu1495	folP;glmM	2	TRUE	unknown	33	2406	42	1873
1495	MG1655	332371	333459	pdeL	+	operon_tu1496	pdeL	1	TRUE	sigma70	0	87	0	338
1496	MG1655	3325001	3327664	rlmE-ftsH	-	operon_tu1497	rlmE;ftsH	2	TRUE	sigma70	100	3265	1709	16122
1497	MG1655	3327790	3328083	yhbY	+	operon_tu1498	yhbY	1	TRUE	unknown	1	76	0	71
1498	MG1655	3328239	3328715	greA	-	operon_tu1499	greA	1	TRUE	sigma70	0	70	0	181
1499	MG1655	3328963	3330396	dacB	+	operon_tu1500	dacB	1	TRUE	unknown	1	92	6	174
1500	MG1655	3330582	3333451	rplU-rpmA-yhbE-obgE	-	operon_tu1501	rplU;rpmA;yhbE;obgE	4	TRUE	sigma70	21	1661	70	2429
1501	MG1655	3333710	3334681	ispB	+	operon_tu1502	ispB	1	TRUE	unknown	8	502	40	873
1502	MG1655	3334909	3335187	sfsB	+	operon_tu1503	sfsB	1	TRUE	unknown	0	18	2	40
1503	MG1655	333501	334433	yahB	-	operon_tu1504	yahB	1	TRUE	unknown	3	105	1	130
1504	MG1655	3335235	3336803	ibaG-murA	-	operon_tu1505	ibaG;murA	2	TRUE	sigma24	4	315	40	922
1505	MG1655	3336963	3340065	mlaFEDCB	-	operon_tu1506	mlaF;mlaE;mlaD;mlaC;mlaB	5	TRUE	unknown	23	1342	85	2634
1506	MG1655	3340275	3348238	lptB-rpoN-hpf-ptsN-yhbJ	+	operon_tu1507	yrbG;kdsD;kdsC;lptC;lptA;lptB;rpoN;hpf;ptsN;rapZ;npr	11	TRUE	sigma70	101	6100	271	9168
