chrom	operon_name	strand	GeneID	genes	sigma	nascent_wt	totat_wt	nascent_wt44	totat_wt44	operon_id	start	end	keep
NC_000913.3	yghJ	-	operon_tu1359	yghJ	unknown	0	135	16	588	RDBECOLIOPC00091	3114550	3119112	True
NC_000913.3	glcDEFGBA	-	operon_tu1360	glcD;glcE;glcF;glcG;glcB;glcA	sigma70	21	3323	19	2558	RDBECOLIOPC01803	3119597	3128021	True
NC_000913.3	glcC	+	operon_tu1363	glcC	sigma70	0	98	2	136	RDBECOLIOPC00829	3128272	3129036	False
NC_000913.3	yghO	-	operon_tu1364	yghO	unknown	0	28	1	71	RDBECOLIOPC01483	3129043	3130215	False
NC_000913.3	insH-9	+	operon_tu1365	insH9	unknown	0	0	0	0	RDBECOLIOPC00111	3130214	3131194	False
NC_000913.3	yghQ	-	operon_tu1366	yghQ	unknown	0	26	1	49	RDBECOLIOPC01496	3131341	3132408	False
NC_000913.3	yghSR	-	operon_tu1368	yghS;yghR	unknown	0	82	1	173	RDBECOLIOPC00579	3132454	3133957	True
NC_000913.3	yghT	+	operon_tu1369	yghT	unknown	0	4	0	13	RDBECOLIOPC02008	3134131	3134823	False
NC_000913.3	pitB	-	operon_tu1370	pitB	sigma70	0	21	2	57	RDBECOLIOPC02304	3134872	3136371	False
NC_000913.3	gss	-	operon_tu1371	gss	unknown	0	474	9	1103	RDBECOLIOPC01176	3136663	3138522	True
NC_000913.3	yghU	+	operon_tu1372	yghU	unknown	4	537	6	439	RDBECOLIOPC00997	3138727	3139593	False
NC_000913.3	hybOABCDEFG	-	operon_tu1373	hybO;hybA;hybB;hybC;hybD;hybE;hybF;hybG	sigma70	60	3939	90	4757	RDBECOLIOPC01031	3139716	3146261	True
NC_000913.3	eaeH-insE1EF1F1	+	operon_tu1374	eaeH;insE1;insEF1;insF1	unknown	0	41	1	61	RDBECOLIOPC01320	314357	316453	True
NC_000913.3	yghX	-	operon_tu1376	yghX	unknown	0	29	0	133	RDBECOLIOPC01902	3146856	3147691	False
NC_000913.3	yghZ	+	operon_tu1377	gpr	unknown	6	1790	11	1441	RDBECOLIOPC00203	3147897	3148937	False
NC_000913.3	yghA	+	operon_tu1379	yghA	unknown	4	44	1	290	RDBECOLIOPC00083	3149662	3150546	False
NC_000913.3	exbBD	-	operon_tu1380	exbB;exbD	sigma70	1	191	7	356	RDBECOLIOPC03127	3150818	3151984	False
NC_000913.3	metC	+	operon_tu1381	metC	sigma70	0	150	6	217	RDBECOLIOPC00812	3152236	3153423	False
NC_000913.3	yghB	+	operon_tu1382	yghB	unknown	8	408	7	410	RDBECOLIOPC00921	3153563	3154222	False
NC_000913.3	yqhC	-	operon_tu1383	yqhC	unknown	1	78	9	680	RDBECOLIOPC00223	3154262	3155218	False
NC_000913.3	yqhD-dkgA	+	operon_tu1384	yqhD;dkgA	sigma70	2	1008	24	3596	RDBECOLIOPC01546	3155355	3157450	True
NC_000913.3	yqhG	+	operon_tu1385	yqhG	unknown	0	43	0	89	RDBECOLIOPC00627	3157650	3158576	False
NC_000913.3	ygiQ	-	operon_tu1387	ygiQ	unknown	2	120	1	147	RDBECOLIOPC01217	3158927	3161146	True
NC_000913.3	ftsP	-	operon_tu1388	ftsP	unknown	5	428	12	606	RDBECOLIOPC00351	3161257	3162669	False
NC_000913.3	plsC	-	operon_tu1389	plsC	unknown	1	171	10	348	RDBECOLIOPC01841	3162744	3163481	False
NC_000913.3	parC	-	operon_tu1390	parC	unknown	4	399	14	1039	RDBECOLIOPC00859	3163715	3165973	True
NC_000913.3	ykgA	-	operon_tu1391	ykgA	unknown	0	56	1	190	RDBECOLIOPC00435	316450	317136	False
NC_000913.3	ygiS	-	operon_tu1392	ygiS	unknown	1	338	14	425	RDBECOLIOPC00081	3166111	3167718	True
NC_000913.3	mqsRA	-	operon_tu1393	mqsR;mqsA	sigma70	2	154	17	1238	RDBECOLIOPC03206	3167851	3168544	False
NC_000913.3	qseBC	+	operon_tu1396	qseB;qseC	sigma70	4	178	4	283	RDBECOLIOPC03211	3169828	3171833	True
NC_000913.3	mdaB	+	operon_tu1398	mdaB	unknown	0	130	1	249	RDBECOLIOPC01160	3172530	3173111	False
NC_000913.3	nudF-yqiB-cpdA-yqiA-parE	-	operon_tu1400	nudF;yqiB;cpdA;yqiA;parE	unknown	54	2815	108	3480	RDBECOLIOPC01887	3173504	3177910	True
NC_000913.3	rclABC	-	operon_tu1401	rclA;rclB;rclC	sigma24	1	78	0	240	RDBECOLIOPC01955	317726	320001	True
NC_000913.3	tolC-ygiBC	+	operon_tu1402	tolC;ygiB;ygiC	sigma38	29	2933	45	3233	RDBECOLIOPC03377	3178115	3181581	True
NC_000913.3	ygiD	-	operon_tu1403	ygiD	unknown	1	66	5	132	RDBECOLIOPC01650	3181619	3182434	False
NC_000913.3	zupT	+	operon_tu1404	zupT	unknown	3	301	10	518	RDBECOLIOPC01734	3182550	3183323	False
NC_000913.3	sroG-ribB	-	operon_tu1405	sroG;ribB	unknown	36	1951	29	1023	RDBECOLIOPC00038	3183813	3184718	False
NC_000913.3	ygiL	+	operon_tu1407	ygiL	unknown	0	19	0	18	RDBECOLIOPC00613	3185414	3185965	False
NC_000913.3	insC5CD5D5-yqiHIG	+	operon_tu1408	yqiG;insC5;insCD5;insD5;yqiH;yqiI	sigma38	0	125	4	412	RDBECOLIOPC02210	3186025	3191696	True
NC_000913.3	yqiJK	+	operon_tu1410	yqiJ;yqiK	unknown	1	153	2	270	RDBECOLIOPC01205	3192208	3194525	True
NC_000913.3	hldE	-	operon_tu1414	hldE	unknown	3	448	22	944	RDBECOLIOPC01827	3195320	3196753	False
NC_000913.3	ygiF-glnE	-	operon_tu1415	ygiF;glnE	unknown	19	1481	41	2636	RDBECOLIOPC00847	3196801	3200965	True
NC_000913.3	htrG-cca	+	operon_tu1416	ygiM;cca	sigma24	11	609	41	1801	RDBECOLIOPC02645	3201207	3203129	True
NC_000913.3	rclR	+	operon_tu1417	rclR	unknown	2	147	2	347	RDBECOLIOPC00163	320227	321081	False
NC_000913.3	bacA	-	operon_tu1418	bacA	sigma24	0	94	3	240	RDBECOLIOPC02163	3203310	3204131	False
NC_000913.3	ygiH	+	operon_tu1420	plsY	unknown	3	109	11	177	RDBECOLIOPC00701	3204694	3205311	False
NC_000913.3	ttdR	-	operon_tu1421	ttdR	unknown	0	116	1	216	RDBECOLIOPC02490	3205324	3206256	False
NC_000913.3	ttdABT	+	operon_tu1422	ttdA;ttdB;ttdT	sigma70	0	70	3	136	RDBECOLIOPC00141	3206463	3209487	True
NC_000913.3	tsaD	-	operon_tu1423	tsaD	unknown	2	164	12	458	RDBECOLIOPC01145	3209530	3210543	False
NC_000913.3	rpsU-dnaG-rpoD	+	operon_tu1424	rpsU;dnaG;rpoD	sigma70	12	1571	876	22554	RDBECOLIOPC03488	3210781	3214888	True
NC_000913.3	mug	-	operon_tu1425	mug	unknown	0	232	4	425	RDBECOLIOPC00122	3214967	3215473	False
NC_000913.3	nfeF	-	operon_tu1427	nfeF	sigma70	0	46	2	67	RDBECOLIOPC00706	3215727	3216491	False
NC_000913.3	ykgEFG	+	operon_tu1428	ykgE;ykgF;ykgG	unknown	180	10028	158	7371	RDBECOLIOPC01598	321608	324453	True
NC_000913.3	nfeR	+	operon_tu1429	nfeR	unknown	2	127	12	1316	RDBECOLIOPC01791	3216779	3217402	False
NC_000913.3	aer	-	operon_tu1430	aer	sigma28	0	79	1	129	RDBECOLIOPC02277	3217556	3219076	True
NC_000913.3	patA	+	operon_tu1431	patA	sigma38	0	85	8	209	RDBECOLIOPC02919	3219494	3220873	False
NC_000913.3	ebgR	+	operon_tu1433	ebgR	unknown	0	152	2	220	RDBECOLIOPC01466	3221466	3222449	False
NC_000913.3	ebgAC	+	operon_tu1434	ebgA;ebgC	sigma70	0	191	6	311	RDBECOLIOPC02596	3222633	3226171	True
NC_000913.3	ygjI	+	operon_tu1435	ygjI	unknown	0	38	0	56	RDBECOLIOPC00555	3226234	3227667	False
NC_000913.3	ygjJK	+	operon_tu1436	ygjJ;ygjK	unknown	0	67	0	128	RDBECOLIOPC02269	3227801	3231239	True
NC_000913.3	fadH	+	operon_tu1437	fadH	unknown	3	121	1	126	RDBECOLIOPC01147	3231665	3233683	True
NC_000913.3	higBA	-	operon_tu1438	higB;higA	sigma70	0	42	2	138	RDBECOLIOPC00289	3233728	3234455	False
NC_000913.3	rlmG	-	operon_tu1439	rlmG	unknown	4	107	1	273	RDBECOLIOPC01872	3234739	3235875	False
NC_000913.3	ygjP	+	operon_tu1440	ygjP	unknown	1	53	2	108	RDBECOLIOPC00894	3235960	3236463	False
NC_000913.3	ygjQ	+	operon_tu1441	ygjQ	unknown	0	18	0	31	RDBECOLIOPC00025	3236540	3237232	False
NC_000913.3	ygjR	+	operon_tu1442	ygjR	unknown	11	1970	16	1173	RDBECOLIOPC01517	3237311	3238297	False
NC_000913.3	alx	+	operon_tu1443	alx	unknown	0	47	0	72	RDBECOLIOPC00599	3238580	3239545	False
NC_000913.3	sstT	+	operon_tu1444	sstT	unknown	15	472	11	608	RDBECOLIOPC02193	3239944	3241188	False
NC_000913.3	ygjV	-	operon_tu1445	ygjV	unknown	0	36	3	91	RDBECOLIOPC01193	3241193	3241744	False
NC_000913.3	uxaCA	-	operon_tu1446	uxaC;uxaA	sigma70	28	3440	98	7355	RDBECOLIOPC02914	3241827	3244741	True
NC_000913.3	exuT	+	operon_tu1447	exuT	unknown	14	452	116	1809	RDBECOLIOPC01767	3245224	3246522	False
NC_000913.3	exuR	+	operon_tu1448	exuR	sigma70	25	676	84	1757	RDBECOLIOPC01759	3246652	3247428	False
NC_000913.3	ykgH	-	operon_tu1449	ykgH	unknown	0	7	0	15	RDBECOLIOPC00663	324696	325364	False
NC_000913.3	yqjA-mzrA	+	operon_tu1450	yqjA;mzrA	sigma70	9	411	33	837	RDBECOLIOPC03114	3247773	3248822	False
NC_000913.3	yqjCDEK	+	operon_tu1451	yqjC;yqjD;yqjE;yqjK	unknown	10	1298	113	6642	RDBECOLIOPC00327	3248969	3250376	False
NC_000913.3	yqjG	+	operon_tu1453	yqjG	unknown	0	76	3	209	RDBECOLIOPC00834	3251024	3252010	False
NC_000913.3	yhaJ	-	operon_tu1456	yhaJ	unknown	0	157	17	342	RDBECOLIOPC01870	3253318	3254214	False
NC_000913.3	yhaKL	+	operon_tu1457	yhaK;yhaL	unknown	0	192	1	203	RDBECOLIOPC00545	3254319	3255207	False
NC_000913.3	cyuPA	-	operon_tu1458	cyuP;cyuA	unknown	16	555	3	316	RDBECOLIOPC02251	3255341	3258010	True
NC_000913.3	betIBA	-	operon_tu1459	betI;betB;betA	sigma70	0	129	4	354	RDBECOLIOPC01180	325577	329334	True
NC_000913.3	tdcABCDEFG	-	operon_tu1460	tdcA;tdcB;tdcC;tdcD;tdcE;tdcF;tdcG	unknown	1358	47568	45	3497	RDBECOLIOPC03234	3258285	3267065	True
NC_000913.3	yhaBC	+	operon_tu1462	yhaB;yhaC	unknown	1	37	0	49	RDBECOLIOPC00279	3267854	3269602	True
NC_000913.3	garPLRK-rnpB	-	operon_tu1463	garP;garL;garR;garK;rnpB	sigma70	2686	117225	684	117186	RDBECOLIOPC01401	3270216	3274907	True
NC_000913.3	garD	+	operon_tu1464	garD	unknown	622	22722	42	1461	RDBECOLIOPC02034	3275282	3276853	True
NC_000913.3	sohA-yhaV	+	operon_tu1465	prlF;yhaV	sigma70	32	1301	22	1010	RDBECOLIOPC01856	3277002	3277801	False
NC_000913.3	agaR	-	operon_tu1466	agaR	sigma70	27	1229	37	2006	RDBECOLIOPC02547	3277856	3278665	False
NC_000913.3	kbaZ-agaVWA	+	operon_tu1467	kbaZ;agaV;agaW;agaA	sigma70	1	338	20	915	RDBECOLIOPC00831	3278914	3281625	True
NC_000913.3	agaSYBCDI	+	operon_tu1468	agaS;kbaY;agaB;agaC;agaD;agaI	sigma70	1	169	6	587	RDBECOLIOPC01448	3281976	3287025	True
NC_000913.3	yraH	+	operon_tu1469	yraH	unknown	0	6	0	14	RDBECOLIOPC00879	3287426	3288010	False
NC_000913.3	yraIJK	+	operon_tu1470	yraI;yraJ;yraK	unknown	0	186	1	351	RDBECOLIOPC00011	3288090	3292432	True
NC_000913.3	yraL	-	operon_tu1471	rsmI	unknown	1	71	0	182	RDBECOLIOPC00821	3292475	3293335	False
NC_000913.3	yraM	+	operon_tu1472	lpoA	unknown	7	778	23	1034	RDBECOLIOPC01769	3293400	3295436	True
NC_000913.3	betT	+	operon_tu1473	betT	sigma70	0	52	4	174	RDBECOLIOPC00318	329463	331496	True
NC_000913.3	diaA	+	operon_tu1475	diaA	unknown	15	358	19	547	RDBECOLIOPC00032	3295809	3296399	False
NC_000913.3	dolP	+	operon_tu1476	dolP	sigma24	2	361	10	355	RDBECOLIOPC03093	3296409	3296984	False
NC_000913.3	yraQ	-	operon_tu1477	yraQ	unknown	0	100	0	220	RDBECOLIOPC01499	3297098	3298138	False
NC_000913.3	yraR	-	operon_tu1478	yraR	unknown	1	51	3	201	RDBECOLIOPC00585	3298211	3298846	False
NC_000913.3	yhbO	+	operon_tu1479	yhbO	unknown	0	23	1	116	RDBECOLIOPC00892	3298974	3299492	False
NC_000913.3	ubiT-yhbS	-	operon_tu1482	ubiT;yhbS	unknown	17	1113	37	1330	RDBECOLIOPC03434	3300255	3301276	False
NC_000913.3	ubiUV	+	operon_tu1483	ubiU;ubiV	unknown	0	61	0	95	RDBECOLIOPC01179	3301485	3303367	True
NC_000913.3	yhbW	+	operon_tu1484	yhbW	unknown	0	103	3	218	RDBECOLIOPC00316	3303448	3304455	False
NC_000913.3	mtr	-	operon_tu1485	mtr	sigma70	1	77	2	144	RDBECOLIOPC02255	3304573	3305817	False
NC_000913.3	yrbN-deaD	-	operon_tu1486	yrbN;deaD	sigma70	4	330	13	413	RDBECOLIOPC01795	3305971	3307933	True
NC_000913.3	nlpI	-	operon_tu1487	nlpI	unknown	104	2495	162	3185	RDBECOLIOPC00822	3308040	3308924	False
NC_000913.3	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	operon_tu1488	metY;rimP;nusA;infB;rbfA;truB;rpsO;pnp	sigma70	238	28347	497	48026	RDBECOLIOPC03452	3309033	3318289	True
NC_000913.3	argG	+	operon_tu1490	argG	sigma70	3	362	9	453	RDBECOLIOPC00077	3318637	3319980	False
NC_000913.3	yhbX	-	operon_tu1491	yhbX	unknown	0	84	4	207	RDBECOLIOPC00049	3319988	3321613	True
NC_000913.3	folP-glmM	-	operon_tu1495	folP;glmM	unknown	33	2406	42	1873	RDBECOLIOPC01440	3322733	3324911	True
NC_000913.3	pdeL	+	operon_tu1496	pdeL	sigma70	0	87	0	338	RDBECOLIOPC02970	332371	333459	False
NC_000913.3	rlmE-ftsH	-	operon_tu1497	rlmE;ftsH	sigma70	100	3265	1709	16122	RDBECOLIOPC02414	3325001	3327664	True
NC_000913.3	dacB	+	operon_tu1500	dacB	unknown	1	92	6	174	RDBECOLIOPC01026	3328963	3330396	False
NC_000913.3	rplU-rpmA-yhbE-obgE	-	operon_tu1501	rplU;rpmA;yhbE;obgE	sigma70	21	1661	70	2429	RDBECOLIOPC02912	3330582	3333451	True
NC_000913.3	ispB	+	operon_tu1502	ispB	unknown	8	502	40	873	RDBECOLIOPC02231	3333710	3334681	False
NC_000913.3	yahB	-	operon_tu1504	yahB	unknown	3	105	1	130	RDBECOLIOPC01261	333501	334433	False
NC_000913.3	ibaG-murA	-	operon_tu1505	ibaG;murA	sigma24	4	315	40	922	RDBECOLIOPC02630	3335235	3336803	True
NC_000913.3	mlaFEDCB	-	operon_tu1506	mlaF;mlaE;mlaD;mlaC;mlaB	unknown	23	1342	85	2634	RDBECOLIOPC02698	3336963	3340065	True
NC_000913.3	lptB-rpoN-hpf-ptsN-yhbJ	+	operon_tu1507	yrbG;kdsD;kdsC;lptC;lptA;lptB;rpoN;hpf;ptsN;rapZ;npr	sigma70	101	6100	271	9168	RDBECOLIOPC03455	3340275	3348238	True
NC_000913.3	yrbL	+	operon_tu1509	yrbL	unknown	15	726	26	1429	RDBECOLIOPC01045	3348452	3349084	False
NC_000913.3	elbB-mtgA	-	operon_tu1510	elbB;mtgA	unknown	27	1562	46	1737	RDBECOLIOPC02594	3349081	3350459	False
NC_000913.3	arcB	-	operon_tu1512	arcB	unknown	40	1370	52	1359	RDBECOLIOPC01201	3350689	3353025	True
NC_000913.3	yahDEFG	+	operon_tu1513	yahD;yahE;yahF;yahG	sigma54	1	93	0	196	RDBECOLIOPC02002	335280	339743	True
NC_000913.3	yhcC	-	operon_tu1514	yhcC	unknown	0	35	0	78	RDBECOLIOPC01482	3353121	3354050	False
NC_000913.3	gltBDF	+	operon_tu1515	gltB;gltD;gltF	sigma38	19	1374	55	2858	RDBECOLIOPC03023	3354725	3361940	True
NC_000913.3	yhcADE	+	operon_tu1516	yhcA;yhcD;yhcE	unknown	1	138	3	378	RDBECOLIOPC00574	3362112	3366929	True
NC_000913.3	insH-10	-	operon_tu1517	insH10	unknown	0	0	0	1	RDBECOLIOPC01257	3365702	3366682	False
NC_000913.3	yhcF	+	operon_tu1518	yhcF	unknown	1	76	3	217	RDBECOLIOPC02156	3366926	3367642	False
NC_000913.3	yhcG	+	operon_tu1519	yhcG	unknown	1	30	0	64	RDBECOLIOPC01162	3367827	3368954	False
NC_000913.3	nanATEK-yhcH	-	operon_tu1520	nanA;nanT;nanE;nanK;nanQ	sigma70	18	1549	55	3406	RDBECOLIOPC03113	3369014	3373576	True
NC_000913.3	nanR	-	operon_tu1521	nanR	unknown	14	427	22	641	RDBECOLIOPC00305	3373698	3374489	False
NC_000913.3	dcuD	+	operon_tu1522	dcuD	sigma70	0	58	4	139	RDBECOLIOPC03111	3374869	3376236	False
NC_000913.3	sspAB	-	operon_tu1523	sspA;sspB	unknown	32	1800	80	3572	RDBECOLIOPC01629	3376279	3377420	False
NC_000913.3	rplM-rpsI	-	operon_tu1524	rplM;rpsI	unknown	10	1522	48	2062	RDBECOLIOPC02983	3377815	3378651	False
NC_000913.3	zapE	-	operon_tu1525	zapE	unknown	2	151	9	309	RDBECOLIOPC01781	3378870	3379997	False
NC_000913.3	degQS	+	operon_tu1527	degQ;degS	sigma70	7	640	29	1316	RDBECOLIOPC01172	3380743	3383267	True
NC_000913.3	mdh	-	operon_tu1528	mdh	sigma70	25	5739	56	10357	RDBECOLIOPC03063	3383330	3384268	False
NC_000913.3	aaeXAB	-	operon_tu1532	aaeX;aaeA;aaeB	unknown	0	106	8	269	RDBECOLIOPC02213	3386221	3389337	True
NC_000913.3	aaeR	+	operon_tu1533	aaeR	unknown	1	125	9	284	RDBECOLIOPC00423	3389520	3390449	False
NC_000913.3	tldD	-	operon_tu1534	tldD	unknown	8	699	22	1081	RDBECOLIOPC01106	3390583	3392028	False
NC_000913.3	yhdP	-	operon_tu1535	yhdP	unknown	4	606	16	1009	RDBECOLIOPC00257	3392458	3396258	True
NC_000913.3	mreBCD	-	operon_tu1537	mreB;mreC;mreD	sigma70	6	1007	63	2666	RDBECOLIOPC03036	3398387	3401087	True
NC_000913.3	csrD	-	operon_tu1538	csrD	unknown	13	533	36	1401	RDBECOLIOPC01826	3401392	3403332	True
NC_000913.3	yahIJ	+	operon_tu1539	yahI;yahJ	unknown	0	135	5	436	RDBECOLIOPC00116	340165	342507	True
NC_000913.3	yhdH	+	operon_tu1540	yhdH	unknown	3	394	9	659	RDBECOLIOPC02191	3403484	3404458	False
NC_000913.3	accBC	+	operon_tu1541	accB;accC	sigma70	14	1060	37	1279	RDBECOLIOPC02047	3405436	3407266	True
NC_000913.3	yhdT-panF-prmA	+	operon_tu1542	yhdT;panF;prmA	sigma70	1	135	5	283	RDBECOLIOPC00170	3407375	3409951	True
NC_000913.3	dusB-fis	+	operon_tu1543	dusB;fis	sigma70	0	253	8	384	RDBECOLIOPC00905	3410280	3411567	False
NC_000913.3	yhdJ	+	operon_tu1544	yhdJ	unknown	0	97	1	161	RDBECOLIOPC00850	3411653	3412537	False
NC_000913.3	envR	-	operon_tu1546	envR	unknown	0	18	0	34	RDBECOLIOPC00179	3412803	3413465	False
NC_000913.3	acrEF	+	operon_tu1547	acrE;acrF	sigma70	2	163	6	447	RDBECOLIOPC01687	3413864	3418137	True
NC_000913.3	yhdWXYZ	+	operon_tu1549	yhdW;yhdX;yhdY;yhdZ	sigma54	0	105	9	335	RDBECOLIOPC00762	3419042	3423194	True
NC_000913.3	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	-	operon_tu1550	rrsD;ileU;alaU;rrlD;rrfD;thrV;rrfF	sigma70	522	205735	718	287947	RDBECOLIOPC02429	3423423	3428762	True
NC_000913.3	yahK	+	operon_tu1551	yahK	unknown	0	177	11	1011	RDBECOLIOPC01646	342884	343933	False
NC_000913.3	yrdA	+	operon_tu1552	yrdA	sigma32	1	199	20	1018	RDBECOLIOPC02529	3429236	3429790	False
NC_000913.3	yrdD-rimN-aroE-yrdB	-	operon_tu1553	yrdD;tsaC;aroE;yrdB	unknown	27	1419	27	1542	RDBECOLIOPC00775	3429766	3431962	True
NC_000913.3	smf	-	operon_tu1556	smf	unknown	22	586	21	702	RDBECOLIOPC02463	3432436	3433560	False
NC_000913.3	def-fmt	+	operon_tu1557	def;fmt	sigma70	24	1136	33	1365	RDBECOLIOPC01720	3433690	3435161	False
NC_000913.3	rsmB	+	operon_tu1558	rsmB	unknown	11	392	8	189	RDBECOLIOPC02125	3435207	3436496	False
NC_000913.3	trkA	+	operon_tu1559	trkA	unknown	6	323	19	379	RDBECOLIOPC00559	3436518	3437894	False
NC_000913.3	yhdN-zntR	-	operon_tu1562	yhdN;zntR	sigma32	4	140	144	2967	RDBECOLIOPC00292	3438705	3439509	False
NC_000913.3	rpsMKD-rpoA-rplQ	-	operon_tu1563	rpsM;rpsK;rpsD;rpoA;rplQ	sigma70	255	16675	449	10843	RDBECOLIOPC01938	3439616	3442471	True
NC_000913.3	yahL	+	operon_tu1564	yahL	unknown	0	18	1	42	RDBECOLIOPC00702	344176	344991	False
NC_000913.3	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	-	operon_tu1565	rplN;rplX;rplE;rpsN;rpsH;rplF;rplR;rpsE;rpmD;rplO;secY;rpmJ	unknown	421	22819	1954	43748	RDBECOLIOPC01260	3442618	3448149	True
NC_000913.3	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	-	operon_tu1566	rpsJ;rplC;rplD;rplW;rplB;rpsS;rplV;rpsC;rplP;rpmC;rpsQ	sigma70	166	20641	200	9042	RDBECOLIOPC01302	3448314	3453270	True
NC_000913.3	gspAB	-	operon_tu1568	gspA;gspB	sigma70	1	110	7	316	RDBECOLIOPC03422	3453508	3455398	True
NC_000913.3	gspCDEFGHIJKLMO	+	operon_tu1570	gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gspO	sigma70	1	281	8	612	RDBECOLIOPC01766	3455578	3466220	True
NC_000913.3	yahN	-	operon_tu1571	yahN	unknown	3	465	11	824	RDBECOLIOPC01840	345666	346337	False
NC_000913.3	bfd-bfr	-	operon_tu1573	bfd;bfr	unknown	2	419	14	1717	RDBECOLIOPC00795	3466249	3466991	False
NC_000913.3	chiA	-	operon_tu1574	chiA	sigma70	2	127	4	283	RDBECOLIOPC00023	3467160	3469853	True
NC_000913.3	prpR	-	operon_tu1575	prpR	sigma70	0	17	1	38	RDBECOLIOPC00184	346857	348443	True
NC_000913.3	rpsLG-fusA-tufA	-	operon_tu1576	rpsL;rpsG;fusA;tufA	sigma70	99	19974	323	15161	RDBECOLIOPC02999	3470145	3474552	True
NC_000913.3	yheO-tusDCB	-	operon_tu1577	yheO;tusD;tusC;tusB	unknown	5	501	92	4494	RDBECOLIOPC01924	3474678	3476440	True
NC_000913.3	fkpA	-	operon_tu1578	fkpA	sigma24	5	843	38	1587	RDBECOLIOPC03137	3476607	3477419	False
NC_000913.3	slyD	-	operon_tu1580	slyD	unknown	15	1362	28	1258	RDBECOLIOPC01413	3477907	3478497	False
NC_000913.3	caiTABCDE	-	operon_tu1581	caiT;caiA;caiB;caiC;caiD;caiE	sigma70	1	216	13	980	RDBECOLIOPC02031	34781	41931	True
NC_000913.3	kefGB-yheV	-	operon_tu1582	kefG;kefB;yheV	unknown	15	649	12	435	RDBECOLIOPC00513	3478592	3481161	True
NC_000913.3	yheSTU	+	operon_tu1583	yheS;yheT;yheU	unknown	7	313	11	877	RDBECOLIOPC02194	3481289	3484436	True
NC_000913.3	prkB	+	operon_tu1584	prkB	unknown	6	235	3	351	RDBECOLIOPC01093	3484490	3485359	False
NC_000913.3	crp	+	operon_tu1586	crp	sigma70	23	1830	20	2190	RDBECOLIOPC03187	3486120	3486752	False
NC_000913.3	yhfK	+	operon_tu1587	yhfK	unknown	3	554	3	327	RDBECOLIOPC00271	3486791	3488893	True
NC_000913.3	prpBCDE	+	operon_tu1588	prpB;prpC;prpD;prpE	sigma54	0	177	1	341	RDBECOLIOPC00264	348682	354592	True
NC_000913.3	argD	-	operon_tu1589	argD	sigma70	0	89	2	223	RDBECOLIOPC00013	3488960	3490180	False
NC_000913.3	yhfG-fic-pabA	-	operon_tu1590	yhfG;fic;pabA	sigma70	2	184	17	813	RDBECOLIOPC02647	3490266	3491620	False
NC_000913.3	ppiA	-	operon_tu1591	ppiA	sigma70	0	196	11	450	RDBECOLIOPC02216	3491725	3492297	False
NC_000913.3	tsgA	+	operon_tu1592	tsgA	unknown	0	37	1	104	RDBECOLIOPC00240	3492568	3493749	False
NC_000913.3	nirBDC-cysG	+	operon_tu1593	nirB;nirD;nirC;cysG	sigma70	1	361	11	838	RDBECOLIOPC02696	3494011	3499201	True
NC_000913.3	frlABCDR	+	operon_tu1595	frlA;frlB;frlC;frlD;frlR	sigma70	3	396	10	1235	RDBECOLIOPC03433	3499910	3504783	True
NC_000913.3	yhfXW-php-yhfUTS	-	operon_tu1596	yhfX;yhfW;php;yhfU;yhfT;yhfS	unknown	1	187	8	526	RDBECOLIOPC00837	3504935	3510976	True
NC_000913.3	yhfZY	-	operon_tu1597	yhfZ;yhfY	unknown	0	130	11	293	RDBECOLIOPC02553	3511060	3512344	False
NC_000913.3	aroKB-damX-dam-rpe-gph-trpS	-	operon_tu1598	aroK;aroB;damX;dam;rpe;gph;trpS	sigma70	30	3422	110	5993	RDBECOLIOPC03297	3512634	3519064	True
NC_000913.3	hofQ	-	operon_tu1599	hofQ	unknown	0	19	1	60	RDBECOLIOPC01454	3519465	3520703	False
NC_000913.3	hofMNOP	-	operon_tu1600	hofM;hofN;hofO;hofP	sigma38	2	66	3	136	RDBECOLIOPC00548	3520615	3522751	True
NC_000913.3	mrcA	+	operon_tu1601	mrcA	unknown	1	143	6	249	RDBECOLIOPC00709	3522871	3525423	True
NC_000913.3	nudE	-	operon_tu1602	nudE	unknown	1	160	7	318	RDBECOLIOPC02437	3525589	3526149	False
NC_000913.3	igaA	+	operon_tu1603	igaA	unknown	0	261	25	530	RDBECOLIOPC02119	3526469	3528604	True
NC_000913.3	yrfG-hslR	+	operon_tu1604	yrfG;hslR;hslO	sigma32	3	265	218	8318	RDBECOLIOPC02032	3528669	3530652	True
NC_000913.3	yhgE	-	operon_tu1605	yhgE	unknown	1	140	10	239	RDBECOLIOPC01192	3530715	3532439	True
NC_000913.3	pck	+	operon_tu1606	pck	sigma70	113	21581	129	21062	RDBECOLIOPC01828	3532818	3534440	True
NC_000913.3	ompR-envZ	-	operon_tu1607	ompR;envZ	sigma70	20	1770	65	3044	RDBECOLIOPC03480	3534516	3536584	True
